age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,,,
23,7,"superior, colorado, usa",mandarin58,mandarin,male,2000,usa,FALSE,,,
20,6,"kunming, yunnan, china",mandarin59,mandarin,female,2019,china,FALSE,,,
28,12,"le shan, sichuan, china",mandarin6,mandarin,female,261,china,FALSE,,,
41,13,"guiyang, guizhou, china",mandarin60,mandarin,female,2109,china,FALSE,,,
33,16,"shangrao, jiangxi, china",mandarin61,mandarin,female,2116,china,FALSE,,,
24,7,"shanghai, china",mandarin62,mandarin,male,2117,china,FALSE,,,
27,12,"jiaozuo, henan, china",mandarin63,mandarin,male,2119,china,FALSE,,,
24,10,"fuzhou, fujian, china",mandarin64,mandarin,female,2129,china,FALSE,,,
20,5,"tianjin, hebei, china",mandarin65,mandarin,female,2173,china,FALSE,,,
22,5,"berkeley, california, usa",mandarin7,mandarin,male,262,usa,FALSE,,,
29,12,"jingmen, hubei, china",mandarin8,mandarin,male,430,china,FALSE,,,
38,12,"shanghai, china",mandarin9,mandarin,male,451,china,FALSE,,,
